"","Condition","List","GenderRating","Name","Prompt","He","She","Other","Response","Likeable","Accomplished","Important","SubjID","SubjGenderMale"
"6544","full","3A",3.61,"Stevie Ward","meals",1,0,0,"to identify the families in need he has seen how vast the need truly is and plans to continue this kind of service and in future years hopes to be able to increase the number of families he helps.",1,2,1,"Exp3_P1028",0
"6545","full","3A",4.22,"Taylor Miller","book",0,0,1,"they kept up their normal routine they had worked so hard to get here that they aren't willing to put all their eggs in one basket quite yet.",1,2,4,"Exp3_P1028",0
"6546","full","2C",6.24,"Ashley Walker","science",0,0,1,"people were generally unimpressed because it just confirmed that younger children use the same parts of their brain for math as older children and adults.",4,4,6,"Exp3_P1229",1
"6547","full","2C",2.61,"Emerson Green","athlete",0,1,0,"she will keep going as long as she can.",4,3,5,"Exp3_P1229",1
"6548","full","2C",6.82,"Emily Baker","animals",0,0,1,"there has been a significant decrease in the number of stray cats in the county.",4,4,4,"Exp3_P1229",1
"6549","full","2C",5.34,"Jackie White","meals",0,1,0,"she has received many offers of people volunteering their time.",4,4,5,"Exp3_P1229",1
"6550","full","2C",1.28,"James Miller","politics",0,0,1,"many citizens came up to talk to him.",3,4,4,"Exp3_P1229",1
"6551","full","2C",4.39,"Jessie Cook","book",1,0,0,"he was given an advance for his next book.",4,2,5,"Exp3_P1229",1
"6552","full","2C",3.87,"Reese Parker","album",1,0,0,"he had a great time making the album and looks forward to working on his next one.",4,3,6,"Exp3_P1229",1
"6553","full","1C",6.24,"Ashley Cook","book",1,0,0,"he went on to publish another book .",5,6,5,"Exp3_P919",1
"6554","full","1C",2.61,"Emerson Moore","meals",1,0,0,"he will have an easirer time collecting more for next Thanksgiving",1,2,2,"Exp3_P919",1
"6555","full","1C",6.82,"Emily Ward","album",0,0,1,"It was a pleasant surprise to have had such success with that new album",2,2,3,"Exp3_P919",1
"6556","full","1C",5.34,"Jackie Turner","animals",1,0,0,"he has continued to make new inroads into stray cat population",2,2,3,"Exp3_P919",1
"6557","full","1C",1.28,"James Green","science",1,0,0,"he is well on his way to following up with the groups he has used in the past for further discovries",3,3,3,"Exp3_P919",1
"6558","full","1C",4.39,"Jessie Brooks","athlete",1,0,0,"He is interesting in contuiming this pace barring injuries",2,1,3,"Exp3_P919",1
"6559","full","1C",3.87,"Reese King","politics",0,0,1,"many more people have been more invovled with politics",2,3,3,"Exp3_P919",1
"6560","full","1A",2.12,"Chris Miller","science",1,0,0,"they explained how new imaging techniques make it easier to scan toddlers' brains and discussed his plans to continue analyzing the same children as they learn more math.",1,1,2,"Exp3_P1089",0
"6561","full","1A",5.59,"Jodie Parker","book",0,0,1,"Doorways ascended to the NYT Bestseller List an incredible accomplishment and received stellar reviews. ",1,1,3,"Exp3_P1089",0
"6562","full","1A",4.73,"Kerry Baker","album",0,0,1,"they will begin a sold-out tour before recording for their fourth album.",2,2,4,"Exp3_P1089",0
"6563","full","1A",6.73,"Mary Cooper","athlete",0,0,1,"Mary is feeling good and is pleased not to have succumbed to injury.",2,2,3,"Exp3_P1089",0
"6564","full","1A",1.21,"Matthew Smith","animals",0,0,1,"Matthew Smith began the Trap-Neuter-Return program in hopes of reducing the numbers of stray kittens.",1,2,2,"Exp3_P1089",0
"6565","full","1A",3.61,"Stevie White","politics",0,0,1,"voters were very excited about Stevie White's campaign and anticipated high turnout for the election.",2,2,3,"Exp3_P1089",0
"6566","full","1A",4.22,"Taylor Wright","meals",0,0,1,"Taylor has successfully collected donations to distribute more than two hundred meals to those who don't have a place to go for the holiday.",1,2,2,"Exp3_P1089",0
"6567","full","3B",5.22,"Blair Hill","book",0,0,1,"the book has become a success",1,1,1,"Exp3_P1012",1
"6568","full","3B",1.24,"Brian King","animals",0,0,1,"the organization has been taking measures of adopting cats",1,1,1,"Exp3_P1012",1
"6569","full","3B",5.86,"Elisha Moore","politics",0,1,0,"many people have been supporting her and her ideals",1,1,1,"Exp3_P1012",1
"6570","full","3B",3.75,"Quinn Parker","athlete",1,0,0,"he's confident that he can keep up with his running and stamina",1,1,1,"Exp3_P1012",1
"6571","full","3B",6.78,"Rebecca Wright","meals",0,1,0,"she provides support to people who are struggling with their daily lives by giving them free food",1,1,1,"Exp3_P1012",1
"6572","full","3B",4.34,"Riley Cook","science",0,0,1,"parents started buying more of Riley's book",1,1,1,"Exp3_P1012",1
"6573","full","3B",2.41,"Tommie Smith","album",1,0,0,"he was really happy",1,1,2,"Exp3_P1012",1
"6574","full","1B",5.22,"Blair Campbell","politics",1,0,0,"he continued to received support and gain support.",2,3,3,"Exp3_P1157",0
"6575","full","1B",1.24,"Brian Walker","athlete",1,0,0,"as long as he is healthy it is entirely possible. He's feeling great and the training and rest that he's doing is working well.",2,1,3,"Exp3_P1157",0
"6576","full","1B",5.86,"Elisha Collins","book",0,0,1,"it's exciting and an amazing feeling to be so well received.",2,2,4,"Exp3_P1157",0
"6577","full","1B",3.75,"Quinn Young","album",0,1,0,"she was able to quit to her job in retail due to the returns on her book and focus completely on writing another novel.",2,4,4,"Exp3_P1157",0
"6578","full","1B",6.78,"Rebecca Bell","animals",0,1,0,"she grew the organization into a useful and essential program for the community.",1,2,2,"Exp3_P1157",0
"6579","full","1B",4.34,"Riley Hill","meals",0,0,1,"they have seen an increase of donations to their Thanksgiving and Christmas meals.",1,3,2,"Exp3_P1157",0
"6580","full","1B",2.41,"Tommie Brown","science",1,0,0,"he was approached by others in the scientific community that were interested in this information.",4,2,4,"Exp3_P1157",0
"6581","full","2C",6.24,"Ashley Walker","science",0,1,0,"children's mathematical knowledge before they start formal schooling. She wanted to see how they develop over time in school",1,1,1,"Exp3_P1196",0
"6582","full","2C",2.61,"Emerson Green","athlete",1,0,0,"he is looking to make better records in the next two races.",1,1,1,"Exp3_P1196",0
"6583","full","2C",6.82,"Emily Baker","animals",0,1,0,"she has adopted over 400 cat and has started the program trap and release. ",1,1,1,"Exp3_P1196",0
"6584","full","2C",5.34,"Jackie White","meals",0,0,1,"helping give food to people who may not have a home or other family members to get together with ",1,1,1,"Exp3_P1196",0
"6585","full","2C",1.28,"James Miller","politics",1,0,0,"people supported him more and think he has a great platform to help the city ",1,1,1,"Exp3_P1196",0
"6586","full","2C",4.39,"Jessie Cook","book",1,0,0,"reader are getting more interesting in what he writing about ",1,1,1,"Exp3_P1196",0
"6587","full","2C",3.87,"Reese Parker","album",0,0,1,"I excited to get started on my next album and hope for number spots with it to .",1,1,1,"Exp3_P1196",0
"6588","full","1A",2.12,"Chris Miller","science",1,0,0,"He plans to do follow up research on the children in the ensuing years.  ",3,3,4,"Exp3_P982",1
"6589","full","1A",5.59,"Jodie Parker","book",0,0,1,"The book went on to be on the New York Times best seller list. ",3,3,5,"Exp3_P982",1
"6590","full","1A",4.73,"Kerry Baker","album",0,1,0,"She plans to go on your for another ten weeks and after that will spend time recording another album. ",3,3,5,"Exp3_P982",1
"6591","full","1A",6.73,"Mary Cooper","athlete",0,1,0,"She is feeling good and will still run implying that she will go for the seventh and eighth medals. ",3,3,5,"Exp3_P982",1
"6592","full","1A",1.21,"Matthew Smith","animals",0,0,1,"the organization has adopted over 400 cats this current season which is a record amount of adoptions.  The organization will continue to accept adoptions donations and volunteers. ",2,2,3,"Exp3_P982",1
"6593","full","1A",3.61,"Stevie White","politics",0,0,1,"It was very successful attracting over 500 participants.  The participants are excited about Stevie White's candidacy.   ",4,4,3,"Exp3_P982",1
"6594","full","1A",4.22,"Taylor Wright","meals",0,1,0,"she has collected over 200 donations for thanksgiving meals.  She will also be coordinating donations for Christmas dinners. ",2,3,3,"Exp3_P982",1
"6595","full","1C",6.24,"Ashley Cook","book",0,1,0,"she began to gain popularity as more and more fans fell in love with her book.",6,5,3,"Exp3_P1117",0
"6596","full","1C",2.61,"Emerson Moore","meals",1,0,0,"he has been able to help so many families each year.",1,2,3,"Exp3_P1117",0
"6597","full","1C",6.82,"Emily Ward","album",0,1,0,"she really enjoyed writing it.",3,2,3,"Exp3_P1117",0
"6598","full","1C",5.34,"Jackie Turner","animals",0,1,0,"she began taking in more and more cats.",1,3,2,"Exp3_P1117",0
"6599","full","1C",1.28,"James Green","science",1,0,0,"he was eager to explore future study ideas.",3,2,3,"Exp3_P1117",0
"6600","full","1C",4.39,"Jessie Brooks","athlete",0,0,1,"the key to success is hard work.",3,2,3,"Exp3_P1117",0
"6601","full","1C",3.87,"Reese King","politics",1,0,0,"he gained a large amount of new supporters.",2,2,3,"Exp3_P1117",0
"6602","full","3C",6.24,"Ashley Green","album",0,1,0,"it's an amazing feeling and she can't believe how well it's done on the charts.",1,1,1,"Exp3_P1162",0
"6603","full","3C",2.61,"Emerson Baker","animals",0,0,1,"they immediately saw a spike in the number of animals that needed help and they made it a point to do just that.",1,2,2,"Exp3_P1162",0
"6604","full","3C",6.82,"Emily Brooks","politics",0,1,0,"people began discussing the need to put her in office.",1,1,1,"Exp3_P1162",0
"6605","full","3C",5.34,"Jackie Walker","book",0,0,1,"the overwhelming response was positive. ",1,1,1,"Exp3_P1162",0
"6606","full","3C",1.28,"James White","athlete",1,0,0,"he hopes to continue his upward trajectory.",2,1,1,"Exp3_P1162",0
"6607","full","3C",4.39,"Jessie Turner","science",0,1,0,"she began to discuss the possibility of other studies coming down the pipe.",2,1,1,"Exp3_P1162",0
"6608","full","3C",3.87,"Reese Campbell","meals",0,0,1,"served meals have increased significantly.",1,1,1,"Exp3_P1162",0
"6609","full","2A",2.12,"Chris Collins","meals",0,0,1,"many people who do not have family to gather with at Thanksgiving and Christmas have benefited from Chris's drive and compassion to help them form new friendships. ",1,1,1,"Exp3_P1165",0
"6610","full","2A",5.59,"Jodie Ward","animals",0,0,1,"feral cats and their kittens have found a new friend. They have benefited from Jodie's dedication to help make their lives safe and secure. ",1,1,1,"Exp3_P1165",0
"6611","full","2A",4.73,"Kerry Moore","book",0,1,0,"she received accolades for her thoughtful and humorous book about key moments in people's lives. Reviewers have said they look forward to her future writings. ",2,1,2,"Exp3_P1165",0
"6612","full","2A",6.73,"Mary Brown","politics",0,1,0,"there was a groundswell of support for her from the community.",1,1,1,"Exp3_P1165",0
"6613","full","2A",1.21,"Matthew Turner","album",1,0,0,"he is grateful that his album connected with people. He is looking forward to performing its songs in his upcoming tour. ",3,1,4,"Exp3_P1165",0
"6614","full","2A",3.61,"Stevie Cooper","science",1,0,0,"it opened up a pathway to gathering knowledge in pre-schooler's brains that has not been accomplished before and that he has plans to follow-up with future studies.",4,1,3,"Exp3_P1165",0
"6615","full","2A",4.22,"Taylor Smith","athlete",1,0,0,"he feels lucky to have not sustained injuries up to now and is looking forward to future races where he can compete.",4,1,2,"Exp3_P1165",0
"6616","full","1B",5.22,"Blair Campbell","politics",1,0,0,"He left with enthusiasm and very hopeful that the turnout during the midterm election will be much higher than normal.",2,2,3,"Exp3_P955",1
"6617","full","1B",1.24,"Brian Walker","athlete",1,0,0,"He is determined to break the record. He believes his training has paid off and he has the endurance to continue performing at a high level.",3,1,3,"Exp3_P955",1
"6618","full","1B",5.86,"Elisha Collins","book",0,1,0,"She is shocked with the reception she never thought it would be as well received as it has been so far. The success makes her excited to keep recording. ",3,1,4,"Exp3_P955",1
"6619","full","1B",3.75,"Quinn Young","album",1,0,0,"He felt that the success would continue and that he would continue to write as long the success continues.",3,2,3,"Exp3_P955",1
"6620","full","1B",6.78,"Rebecca Bell","animals",0,1,0,"she didn't believe it would be as successful as it has become. It's taken a lot of hard work and their are still some struggles but she is passionate about what she does and hopes it continues to make a difference in the life of animals.",1,3,2,"Exp3_P955",1
"6621","full","1B",4.34,"Riley Hill","meals",0,1,0,"has built a strong network of carrying organizations that is increasing the amount of help that they are able to provide. She believes she is really making a difference in the community and offering hope to people who would otherwise feel hopeless during the holiday's.",1,4,3,"Exp3_P955",1
"6622","full","1B",2.41,"Tommie Brown","science",0,1,0,"she hopes people will see the benefits the research has provided and that more funding will be available to continue doing something she finds important.",2,3,1,"Exp3_P955",1
"6623","full","3B",5.22,"Blair Hill","book",1,0,0,"He decided to pursue another book called Mountains a book that describes the personal challenges of everyday people and how they were able to overcome adversity.",1,1,1,"Exp3_P1051",1
"6624","full","3B",1.24,"Brian King","animals",1,0,0,"He has perhaps single handily had the greatest positive impact on the well being of pets and wildlife in his region.  ",1,1,1,"Exp3_P1051",1
"6625","full","3B",5.86,"Elisha Moore","politics",0,1,0,"several campaign doners has suddenly donated a record amount of money to her campaign and as a result she has a very large war chest against her opponent. ",1,1,1,"Exp3_P1051",1
"6626","full","3B",3.75,"Quinn Parker","athlete",0,0,1,"careful diet and intelligent training usually leads to optimal performance and it's best to always stay in shape to be at your best.",1,1,1,"Exp3_P1051",1
"6627","full","3B",6.78,"Rebecca Wright","meals",0,1,0,"she has an unbelievable amount of support from the local community and her organization has grown significantly.",1,1,1,"Exp3_P1051",1
"6628","full","3B",4.34,"Riley Cook","science",1,0,0,"he has had his research published in multiple medical publications and is a pioneer in his field.",1,1,1,"Exp3_P1051",1
"6629","full","3B",2.41,"Tommie Smith","album",0,0,1,"it was an unbelievable journey of highs and lows but pulled through to the end and extremely proud.",1,1,1,"Exp3_P1051",1
"6630","full","3C",6.24,"Ashley Green","album",1,0,0,"it is his best record.",2,3,3,"Exp3_P1199",1
"6631","full","3C",2.61,"Emerson Baker","animals",0,0,1,"it has adopted more than 400 animals",1,1,1,"Exp3_P1199",1
"6632","full","3C",6.82,"Emily Brooks","politics",0,0,1,"attracting nearly 500 members.",3,2,2,"Exp3_P1199",1
"6633","full","3C",5.34,"Jackie Walker","book",0,0,1,"It is in third week on The New York Times bestseller list.",3,2,3,"Exp3_P1199",1
"6634","full","3C",1.28,"James White","athlete",1,0,0,"he was lucky to not have sustained injury.",3,2,3,"Exp3_P1199",1
"6635","full","3C",4.39,"Jessie Turner","science",0,0,1,"at Vanderbilt University.",2,2,3,"Exp3_P1199",1
"6636","full","3C",3.87,"Reese Campbell","meals",0,0,1,"has collected donations for over 200 Thanksgiving meals",3,2,3,"Exp3_P1199",1
"6637","full","3A",2.12,"Chris Young","politics",1,0,0,"he spoke with several constituents afterwards in an impromptu talk.",3,4,3,"Exp3_P1248",1
"6638","full","3A",5.59,"Jodie Cooper","athlete",0,0,1,"I'm just focused on my next race and if it happens it happens.",2,2,4,"Exp3_P1248",1
"6639","full","3A",4.73,"Kerry Bell","animals",0,1,0,"she hoped to help control the animal population and to re-home several animals in the process.",2,3,2,"Exp3_P1248",1
"6640","full","3A",6.73,"Mary Collins","album",0,0,1,"I am blessed by the fans and extremely thankful for them. I hope to rock out at each concert for the remaining dates and hope the fans have the time of their lives.",2,2,4,"Exp3_P1248",1
"6641","full","3A",1.21,"Matthew Brown","science",1,0,0,"he hopes that this will foster additional studies in the area and lead to more breakthroughs in brain development",2,3,2,"Exp3_P1248",1
"6642","full","3A",3.61,"Stevie Ward","meals",1,0,0,"he hopes to have enough donations and help during Christmas time.",2,2,2,"Exp3_P1248",1
"6643","full","3A",4.22,"Taylor Miller","book",1,0,0,"he is eagerly planning and writing his follow-up novel.",2,4,4,"Exp3_P1248",1
"6644","full","2C",6.24,"Ashley Walker","science",0,1,0,"Ashley shared her hopes that her groundbreaking research will eventually provide additional insight into the mysteries of the mind and how the human brain is or is not wired for specific skills.",4,1,1,"Exp3_P963",0
"6645","full","2C",2.61,"Emerson Green","athlete",0,0,1,"...It would definitely be an unforgettable accomplishment if I prevail in one or both of those races but I am happy with what I have already achieved regardless of the outcome.",3,1,1,"Exp3_P963",0
"6646","full","2C",6.82,"Emily Baker","animals",0,1,0,"...she quickly realized that she was performing a much-needed service based on the almost immediate and overwhelming response from community members who increasingly contacted her before any other organization whenever they decided to adopt a cat or encountered a stray cat in the neighborhood.",1,1,1,"Exp3_P963",0
"6647","full","2C",5.34,"Jackie White","meals",0,0,1,"Jackie has managed to increase donations and volunteer commitments tenfold primarily by getting word out to more and more people about how they can become involved in a truly rewarding inspirational and worthwhile charitable movement.",1,1,1,"Exp3_P963",0
"6648","full","2C",1.28,"James Miller","politics",1,0,0,"... he commented on the high attendance -- the largest ever for a town hall held by him -- and remarked how it indicated that his message is having a noticeable impact on more and more constituents in his area.",4,3,1,"Exp3_P963",0
"6649","full","2C",4.39,"Jessie Cook","book",0,0,1,"...Jessie Cook immediately began working on the follow-up a sequel that continues with the same themes but in a larger setting encompassing a wider more diverse group of main and secondary characters.",4,3,3,"Exp3_P963",0
"6650","full","2C",3.87,"Reese Parker","album",0,0,1,"... I am grateful my music has resounded with so many music lovers because I know how special it is when you find a music artist who creates music that just seems to speak to you personally.",4,1,3,"Exp3_P963",0
"6651","full","1A",2.12,"Chris Miller","science",1,0,0,"he showed a video of the children being tested. He explained what was happening and the results of the test for each child.",5,1,2,"Exp3_P1033",0
"6652","full","1A",5.59,"Jodie Parker","book",0,1,0,"she went on a book signing tour around her state. She knew that even though her book was on the NYT list she would be the one to promote it.",1,1,2,"Exp3_P1033",0
"6653","full","1A",4.73,"Kerry Baker","album",0,0,1,"it was a work from my heart. I am very proud of this album and appreciate all the good words being said about it.",1,1,2,"Exp3_P1033",0
"6654","full","1A",6.73,"Mary Cooper","athlete",0,0,1,"it is certainly something that I want to accomplish. I will be working hard toward that goal. But I'm also going to be listening to my body. I won't do something that will hurt it.",1,1,1,"Exp3_P1033",0
"6655","full","1A",1.21,"Matthew Smith","animals",1,0,0,"he began knocking on doors of local businesses and asking for their support and donations. He has continued to be the face of the organization in that community.",2,2,2,"Exp3_P1033",0
"6656","full","1A",3.61,"Stevie White","politics",1,0,0,"he went on to make himself available to local organizations. He spoke to as many groups as he could and plans a door to door campaign to start the week before the election.",2,1,2,"Exp3_P1033",0
"6657","full","1A",4.22,"Taylor Wright","meals",1,0,0,"he knows the needs of the community and is better able to find the donations to fit those needs. He continues to work closely with the shelters and soup kitchens.",2,1,1,"Exp3_P1033",0
"6658","full","2B",5.22,"Blair Young","animals",0,0,1,"adopted 400 animals this season.",1,1,1,"Exp3_P1054",1
"6659","full","2B",1.24,"Brian Wright","science",0,0,1,"neuroimages of children at a very young age.",1,1,1,"Exp3_P1054",1
"6660","full","2B",5.86,"Elisha Bell","book",0,0,1,"spent last 14 years working in retail.",1,1,1,"Exp3_P1054",1
"6661","full","2B",3.75,"Quinn Brooks","politics",0,0,1,"has attracted wide support.",1,1,1,"Exp3_P1054",1
"6662","full","2B",6.78,"Rebecca King","album",0,0,1,"has sold out in several locations.",1,1,1,"Exp3_P1054",1
"6663","full","2B",4.34,"Riley Campbell","athlete",0,1,0,"she is lucky to have no got any injuries.",1,1,1,"Exp3_P1054",1
"6664","full","2B",2.41,"Tommie Hill","meals",0,0,1,"donated over 200 meals",1,1,1,"Exp3_P1054",1
"6665","full","2C",6.24,"Ashley Walker","science",0,0,1,"Scientists and child education advocates are re accessing the way children are taught math in public schools. Many parents are very interested in finding out more about these studies ",1,3,3,"Exp3_P1007",0
"6666","full","2C",2.61,"Emerson Green","athlete",0,0,1,"I have the best support group and coach in the country and I feel that with hard work and continued luck I will succeed even farther down the road for more wins",2,1,3,"Exp3_P1007",0
"6667","full","2C",6.82,"Emily Baker","animals",0,0,1,"People from the community have been helping the cause by the trap neuter and release program. The foundation has raised over a million dollars towards the feral cat life care in the community ",1,1,1,"Exp3_P1007",0
"6668","full","2C",5.34,"Jackie White","meals",0,1,0,"three companies have donated their time and money to help bring holiday dinners to homeless and low income families. she has carried on this tradition for years ",1,1,1,"Exp3_P1007",0
"6669","full","2C",1.28,"James Miller","politics",1,0,0,"To bring up modern issues in our small town. He plans to bring in new revenue and tourism . IHe will be a great representative",1,1,1,"Exp3_P1007",0
"6670","full","2C",4.39,"Jessie Cook","book",0,1,0,"She was featured on the national review talk show in portalnd. She went on to win a leaureate",2,1,1,"Exp3_P1007",0
"6671","full","2C",3.87,"Reese Parker","album",0,1,0,"She was hurt when she wrote it and it came from a very personal place in her heart. She is ready to move on and see what the next adventure brings",1,4,4,"Exp3_P1007",0
"6672","full","3C",6.24,"Ashley Green","album",0,1,0,"she couldn't be happier with the success of the new album and looked forward to making many more.  She also told us that she was looking forward to meeting and interacting with fans during her upcoming tour.",1,1,4,"Exp3_P1113",0
"6673","full","3C",2.61,"Emerson Baker","animals",1,0,0,"he partnered up with several local veterinarians who have volunteered countless hours into making sure the animals are healthy up to date on vaccinations spayed or neutered and ready to go to their furr-ever homes. ",1,2,2,"Exp3_P1113",0
"6674","full","3C",6.82,"Emily Brooks","politics",0,1,0,"she met with us to discuss her position on some controversial topics.  We will have more on that interview on the nightly news this evening.",3,2,3,"Exp3_P1113",0
"6675","full","3C",5.34,"Jackie Walker","book",0,1,0,"she was able to quit her job working in retail and devote more of her time to writing in between stops on her book signing tour across the country. ",2,1,3,"Exp3_P1113",0
"6676","full","3C",1.28,"James White","athlete",1,0,0,"he is looking forward to the challenge.  He hopes that his body will hold out and see him through to the end. ",3,3,4,"Exp3_P1113",0
"6677","full","3C",4.39,"Jessie Turner","science",0,1,0,"she continued to field questions about the ethical ramifications of such a study on such young children.",4,3,3,"Exp3_P1113",0
"6678","full","3C",3.87,"Reese Campbell","meals",0,1,0,"she has learned just how rampant the homelessness problem in her city.   It is easy to ignore the problems of the streets when you are behind your own doors.  She hopes to open up the eyes of more people and to come up with more solutions to help the people in her city.",1,2,1,"Exp3_P1113",0
"6679","full","1B",5.22,"Blair Campbell","politics",1,0,0,"he spoke with one of our reporters on expected voter turn out.",3,3,4,"Exp3_P1213",1
"6680","full","1B",1.24,"Brian Walker","athlete",1,0,0,"he's overjoyed with what he's accomplished and happy he can still compete this season. ",3,2,4,"Exp3_P1213",1
"6681","full","1B",5.86,"Elisha Collins","book",1,0,0,"he was surprised himself with how well it's done and happy his fans liked it.",3,2,3,"Exp3_P1213",1
"6682","full","1B",3.75,"Quinn Young","album",1,0,0,"he was shocked it made it on to the New York Time's bestsellers list and is currently planning his second book.",3,2,3,"Exp3_P1213",1
"6683","full","1B",6.78,"Rebecca Bell","animals",0,0,1,"they have had to hire five additional full-time employees including two licensed veterinarians to keep up with demand.",2,3,4,"Exp3_P1213",1
"6684","full","1B",4.34,"Riley Hill","meals",1,0,0,"he has helped provide thousands of meals to the homeless people in our area.",2,3,3,"Exp3_P1213",1
"6685","full","1B",2.41,"Tommie Brown","science",0,0,1,"with several professors at Vanderbilt University additional funding was secured.",3,3,4,"Exp3_P1213",1
"6686","full","3A",2.12,"Chris Young","politics",1,0,0,"his ratings soared and it became apparent that he had a very high chance of winning.",2,2,3,"Exp3_P1133",0
"6687","full","3A",5.59,"Jodie Cooper","athlete",0,0,1,"Of course I always want to win and will do everything I can to win the next two but I'll be satisfied with this season no matter what.",3,1,3,"Exp3_P1133",0
"6688","full","3A",4.73,"Kerry Bell","animals",0,1,0,"she realized how difficult it was to manage a cat rescue but her passion for helping cats in need drove her to keep the organization going.",1,2,4,"Exp3_P1133",0
"6689","full","3A",6.73,"Mary Collins","album",0,0,1,"It was a bit of a surprise and I'm just so grateful for the success and all my fans who have helped make it happen.",3,1,2,"Exp3_P1133",0
"6690","full","3A",1.21,"Matthew Brown","science",1,0,0,"he stated that as technological advancements continue to occur he hopes to pursue even more complex neuroimaging studies in children.",3,2,4,"Exp3_P1133",0
"6691","full","3A",3.61,"Stevie Ward","meals",1,0,0,"he has a true understanding of what the community needs the most and how to provide this help in the most effective way.",1,3,5,"Exp3_P1133",0
"6692","full","3A",4.22,"Taylor Miller","book",0,1,0,"she went on to publish two more New York Times bestsellers within the next five years.",3,2,4,"Exp3_P1133",0
"6693","full","1A",2.12,"Chris Miller","science",0,0,1,"Everything was fine and the plans continued to flow",5,5,5,"Exp3_P1048",1
"6694","full","1A",5.59,"Jodie Parker","book",0,1,0,"She published more books",6,3,5,"Exp3_P1048",1
"6695","full","1A",4.73,"Kerry Baker","album",0,1,0,"She says that she liked it",5,5,6,"Exp3_P1048",1
"6696","full","1A",6.73,"Mary Cooper","athlete",0,0,1,"The possibilities were unprecedented",5,6,5,"Exp3_P1048",1
"6697","full","1A",1.21,"Matthew Smith","animals",0,0,1,"Have a concealed but all still worked out",6,5,5,"Exp3_P1048",1
"6698","full","1A",3.61,"Stevie White","politics",0,1,0,"She loved it",3,6,6,"Exp3_P1048",1
"6699","full","1A",4.22,"Taylor Wright","meals",0,0,1,"The betterment of all human society",6,5,5,"Exp3_P1048",1
"6700","full","2C",6.24,"Ashley Walker","science",0,1,0,"she decided to look deeper into them and find a hidden meaning. ",3,5,6,"Exp3_P1066",1
"6701","full","2C",2.61,"Emerson Green","athlete",0,1,0,"she will try her hardest to run and earn these medals",5,2,3,"Exp3_P1066",1
"6702","full","2C",6.82,"Emily Baker","animals",0,1,0,"she has been saving cats from disease and misfortune. ",2,1,1,"Exp3_P1066",1
"6703","full","2C",5.34,"Jackie White","meals",0,1,0,"she has learned of the local hardships in her city. ",3,2,3,"Exp3_P1066",1
"6704","full","2C",1.28,"James Miller","politics",1,0,0,"He felt accomplished to have so many people acknowledge him.",2,1,2,"Exp3_P1066",1
"6705","full","2C",4.39,"Jessie Cook","book",0,1,0,"she became more work driven and started writing more books.",3,1,2,"Exp3_P1066",1
"6706","full","2C",3.87,"Reese Parker","album",0,1,0,"she loves to recollect the journey to her success.",2,3,2,"Exp3_P1066",1
"6707","full","2C",6.24,"Ashley Walker","science",0,1,0,"She said she wanted to re-test the children in the future to see how their brains developed.",2,2,2,"Exp3_P1156",1
"6708","full","2C",2.61,"Emerson Green","athlete",1,0,0,"He plans to continue running 2 more events this month.",2,2,3,"Exp3_P1156",1
"6709","full","2C",6.82,"Emily Baker","animals",0,1,0,"They took in 250+ cats and sprayed and neutered them also gave them away for adoption. She plans to keep going.",2,2,2,"Exp3_P1156",1
"6710","full","2C",5.34,"Jackie White","meals",0,1,0,"She has given away more than 200 thanksgiving meals.",2,2,2,"Exp3_P1156",1
"6711","full","2C",1.28,"James Miller","politics",1,0,0,"He talked to people to develop a platform to help the city strive for years.",2,2,2,"Exp3_P1156",1
"6712","full","2C",4.39,"Jessie Cook","book",0,0,1,"It's on it's third week on New York Times best seller list.",2,2,3,"Exp3_P1156",1
"6713","full","2C",3.87,"Reese Parker","album",1,0,0,"He said he will tour for ten weeks.",3,3,4,"Exp3_P1156",1
"6714","full","2C",6.24,"Ashley Walker","science",0,1,0,"Many of the parents in the audience came up to ask her questions about how her research could help them better understand their children's strengths and weaknesses. ",2,1,2,"Exp3_P952",0
"6715","full","2C",2.61,"Emerson Green","athlete",1,0,0,"He's excited and energized to compete.",3,2,3,"Exp3_P952",0
"6716","full","2C",6.82,"Emily Baker","animals",0,1,0,"She saved the lives of hundreds of animals and helped neuter them preventing generations of future suffering. ",2,3,3,"Exp3_P952",0
"6717","full","2C",5.34,"Jackie White","meals",0,1,0,"She has helped feed hundreds of people always remembering their human dignity. ",2,2,3,"Exp3_P952",0
"6718","full","2C",1.28,"James Miller","politics",1,0,0,"There was a groundswell of support for him among voters.",4,3,3,"Exp3_P952",0
"6719","full","2C",4.39,"Jessie Cook","book",0,1,0,"She got a publishing contract for a series of sequels. ",2,2,3,"Exp3_P952",0
"6720","full","2C",3.87,"Reese Parker","album",1,0,0,"He writes about his passions.",3,2,3,"Exp3_P952",0
"6721","full","2A",2.12,"Chris Collins","meals",0,0,1,"Hhe’s helped with the holiday season",3,3,3,"Exp3_P996",0
"6722","full","2A",5.59,"Jodie Ward","animals",0,0,1,"To help cats",2,2,2,"Exp3_P996",0
"6723","full","2A",4.73,"Kerry Moore","book",0,0,1,"It’s on The NY Times best seller",4,4,4,"Exp3_P996",0
"6724","full","2A",6.73,"Mary Brown","politics",0,0,1,"Including 500 community members",3,3,2,"Exp3_P996",0
"6725","full","2A",1.21,"Matthew Turner","album",0,0,1,"It’s a hit",4,4,4,"Exp3_P996",0
